,amount_of_feats_to_reg,corr_cutoff_bound,linear_reg_to,next_predictor_provider,order,req_neighs,Rm_mape,Rm_r2,Rm_missing_from_test,Rm_missing,Rp02_mape,Rp02_r2,Rp02_missing_from_test,Rp02_missing,A5_mape,A5_r2,A5_missing_from_test,A5_missing,HB_mape,HB_r2,HB_missing_from_test,HB_missing,K_mape,K_r2,K_missing_from_test,K_missing,avg_r2,avg_mape
90,2,0.85,0.85,dectree,1,5,3.4690278665824796,0.9150271974254526,10,151.0,7.961541564030831,0.7248933694835553,4,181.0,21.88907548134841,0.6147337620818385,18,261.0,3.617187664372474,0.9203605214668177,9,143.0,11.242763554193873,0.7946732598546327,8,261.0,0.7939376220624593,9.635919226105612
91,2,0.85,0.85,dectree,1,10,3.8005025592382924,0.9226125375672137,6,121.0,13.52286762369553,-0.05323896267995676,5,83.0,40.89923759879306,0.25590232954144854,9,63.0,15.94775526006204,-3.378585496066992,2,125.0,16.287491069558552,0.5664699881296826,7,113.0,-0.3373679207017208,18.091570822269496
92,2,0.85,0.85,dectree,1,20,4.313607170708837,0.8339837263179519,8,149.0,6.447154947098349,0.7747939527228853,2,159.0,13.605245790276706,0.7651826259695806,15,162.0,8.057465707618688,0.6453262033724971,8,132.0,14.111992059970884,,10,312.0,,9.307093135134693
93,2,0.85,0.85,dectree,2,5,5.183580105318229,0.7370823892055223,6,145.0,7.327483274499961,0.5374312019623781,7,184.0,28.57691717408105,0.03267466984646272,14,171.0,5.8415843658984725,0.8736841875519498,6,130.0,16.071192239879583,0.655785747487178,8,253.0,0.5673316392106982,12.600151431935458
94,2,0.85,0.85,dectree,2,10,3.2495711665259206,0.926859138506805,6,170.0,7.770496779996592,0.73149325472829,5,188.0,28.67345152952842,0.029382121334184497,14,163.0,4.820893360327153,0.9371310552718533,6,132.0,19.664586305319826,0.3987691227747818,7,228.0,0.6047269385231828,12.835799828339583
95,2,0.85,0.85,dectree,2,20,4.820158551851116,0.730791822762976,7,169.0,7.531893961990649,0.7821735160914449,2,164.0,21.609131138180434,0.6784551530186274,17,261.0,5.875398547470172,0.8430692253830715,7,142.0,14.111992059970884,,10,318.0,,10.78971485189265
96,2,0.9,0.7,lin,1,5,3.6017684146793787,0.9265171406259882,7,143.0,5.4120097175848185,0.8960593574586266,6,139.0,18.939122245657156,0.8141889987465635,14,134.0,16.882339896880033,-3.7271746475860166,4,123.0,56.00801896732675,-1.1165300936015168,5,186.0,-0.44138784887127097,20.16865184842563
97,2,0.9,0.7,lin,1,10,3.5570242144639703,0.8906465361204419,7,90.0,8.359489464612311,0.6182383511186573,2,37.0,71.55580520705551,-3.314965021388635,12,84.0,19.222944412174492,-4.571160852824773,6,41.0,41.19647479372156,-0.11511867658146624,6,113.0,-1.2984719327111551,28.77834761840557
98,2,0.9,0.7,lin,1,20,3.00369407465211,0.9537595773697123,6,150.0,7.687116440898337,0.8032737219287015,7,184.0,26.74101484311763,0.42064274268613133,16,154.0,6.083748179351047,0.9011175192565072,8,141.0,0.6145091205711475,,10,279.0,,8.826016531718055
99,2,0.9,0.7,lin,2,5,3.611257691723037,0.9131449920576881,10,155.0,6.810067744950249,0.7916969079592149,5,185.0,25.395816934858885,0.6230295806604806,18,261.0,4.6798972694028755,0.925005372337322,8,146.0,14.111992059970884,,10,294.0,,10.921806340181186
100,2,0.9,0.7,lin,2,10,3.6017684146793787,0.9265171406259882,7,143.0,5.4120097175848185,0.8960593574586266,6,139.0,18.939122245657156,0.8141889987465635,14,134.0,16.882339896880033,-3.7271746475860166,4,123.0,56.00801896732675,-1.1165300936015168,5,186.0,-0.44138784887127097,20.16865184842563
101,2,0.9,0.7,lin,2,20,4.1555550466795586,0.8970078265362059,7,158.0,7.878416880734323,0.7890677772659631,7,192.0,26.756687999694694,0.41965192045865485,16,159.0,6.083748179351047,0.9011175192565072,8,145.0,13.501100784171067,0.6004485658089093,7,252.0,0.7214587218652481,11.675101778126137
102,2,0.9,0.7,dectree,1,5,3.5570242144639703,0.8906465361204419,7,90.0,8.359489464612311,0.6182383511186573,2,37.0,71.55580520705551,-3.314965021388635,12,84.0,19.222944412174492,-4.571160852824773,6,41.0,41.19647479372156,-0.11511867658146624,6,113.0,-1.2984719327111551,28.77834761840557
103,2,0.9,0.7,dectree,1,10,3.1041377695373917,0.934086185011219,11,151.0,8.124910803586847,0.7189878607319695,4,182.0,20.722326832218965,0.6921804524205993,18,261.0,3.319276304214035,0.9354746897210348,10,144.0,13.103875572084824,,10,295.0,,9.674905456328412
104,2,0.9,0.7,dectree,1,20,3.00369407465211,0.9537595773697123,6,150.0,7.687116440898337,0.8032737219287015,7,184.0,26.74101484311763,0.42064274268613133,16,154.0,6.083748179351047,0.9011175192565072,8,141.0,0.6145091205711475,,10,279.0,,8.826016531718055
105,2,0.9,0.7,dectree,2,5,3.611257691723037,0.9131449920576881,10,155.0,6.810067744950249,0.7916969079592149,5,185.0,25.395816934858885,0.6230295806604806,18,261.0,4.6798972694028755,0.925005372337322,8,146.0,14.111992059970884,,10,294.0,,10.921806340181186
106,2,0.9,0.7,dectree,2,10,4.1555550466795586,0.8970078265362059,7,158.0,7.878416880734323,0.7890677772659631,7,192.0,26.756687999694694,0.41965192045865485,16,159.0,6.083748179351047,0.9011175192565072,8,145.0,13.501100784171067,0.6004485658089093,7,252.0,0.7214587218652481,11.675101778126137
107,2,0.9,0.7,dectree,2,20,3.5570242144639703,0.8906465361204419,7,90.0,8.359489464612311,0.6182383511186573,2,37.0,71.55580520705551,-3.314965021388635,12,84.0,19.222944412174492,-4.571160852824773,6,41.0,41.19647479372156,-0.11511867658146624,6,113.0,-1.2984719327111551,28.77834761840557
108,2,0.9,0.85,lin,1,5,3.1041377695373917,0.934086185011219,11,151.0,8.124910803586847,0.7189878607319695,4,182.0,20.722326832218965,0.6921804524205993,18,261.0,3.319276304214035,0.9354746897210348,10,144.0,13.103875572084824,,10,295.0,,9.674905456328412
109,2,0.9,0.85,lin,1,10,3.6017684146793787,0.9265171406259882,7,143.0,5.4120097175848185,0.8960593574586266,6,139.0,18.939122245657156,0.8141889987465635,14,134.0,16.882339896880033,-3.7271746475860166,4,123.0,56.00801896732675,-1.1165300936015168,5,186.0,-0.44138784887127097,20.16865184842563
110,2,0.9,0.85,lin,1,20,3.00369407465211,0.9537595773697123,6,150.0,7.687116440898337,0.8032737219287015,7,184.0,26.74101484311763,0.42064274268613133,16,154.0,6.083748179351047,0.9011175192565072,8,141.0,0.6145091205711475,,10,279.0,,8.826016531718055
111,2,0.9,0.85,lin,2,5,3.611257691723037,0.9131449920576881,10,155.0,6.810067744950249,0.7916969079592149,5,185.0,25.395816934858885,0.6230295806604806,18,261.0,4.6798972694028755,0.925005372337322,8,146.0,14.111992059970884,,10,294.0,,10.921806340181186
112,2,0.9,0.85,lin,2,10,4.1555550466795586,0.8970078265362059,7,158.0,7.878416880734323,0.7890677772659631,7,192.0,26.756687999694694,0.41965192045865485,16,159.0,6.083748179351047,0.9011175192565072,8,145.0,13.501100784171067,0.6004485658089093,7,252.0,0.7214587218652481,11.675101778126137
113,2,0.9,0.85,lin,2,20,3.5570242144639703,0.8906465361204419,7,99.0,8.359489464612311,0.6182383511186573,2,41.0,45.41789098331559,-1.43806088411068,13,77.0,19.018485615047094,-4.568661720562648,6,40.0,34.082089097279166,0.17189921240618267,6,144.0,-0.8651877010056094,22.086995874943625
114,2,0.9,0.85,dectree,1,5,3.821486235061737,0.9231738085507438,7,139.0,5.4120097175848185,0.8960593574586266,6,137.0,15.505082822435382,0.8540261510629912,14,119.0,16.707089499342263,-3.7250469534213995,4,123.0,56.00801896732675,-1.1165300936015168,5,182.0,-0.4336635459901109,19.49073744835019
115,2,0.9,0.85,dectree,1,10,3.1041377695373917,0.934086185011219,11,151.0,8.124910803586847,0.7189878607319695,4,182.0,20.722326832218965,0.6921804524205993,18,261.0,3.319276304214035,0.9354746897210348,10,144.0,13.103875572084824,,10,295.0,,9.674905456328412
116,2,0.9,0.85,dectree,1,20,3.4767105095477437,0.9252468743468838,7,147.0,8.572240439295951,0.7389446150408436,5,178.0,28.08790925144776,0.21841746618194835,14,193.0,4.930099129946941,0.9384059909655377,7,133.0,16.094502263189607,0.6076226002496888,8,290.0,0.6857275093569803,12.2322923186856
117,2,0.9,0.85,dectree,2,5,4.986974488694118,0.7912887164800406,8,151.0,6.279433445628813,0.7730925687281587,2,170.0,15.688579123610042,0.7377431767593581,15,261.0,5.337084277254115,0.9019790487717991,8,138.0,14.111992059970884,,10,323.0,,9.280812679031595
118,2,0.9,0.85,dectree,2,10,4.01372555561166,0.9108761608630566,8,170.0,8.505820140740727,0.7462082782532503,7,196.0,35.12937060287825,0.0707949764714827,16,164.0,6.28592253733408,0.8834997290564279,8,145.0,23.106059828633306,-2.1250093396324004,9,323.0,0.09727396100236349,15.408179733039606
119,2,0.9,0.85,dectree,2,20,3.122238223879557,0.93178119461277,12,184.0,7.6523527377534535,0.7750649670585655,4,181.0,18.834459459459456,-88.57396449704156,19,261.0,6.276650278894771,0.8084795240949818,8,145.0,13.103875572084824,,10,316.0,,9.797915254414413
120,2,0.95,0.7,lin,1,5,5.11629783340954,0.8123551471159574,7,46.0,3.710296343907398,0.35266437928335803,13,134.0,96.37316423285796,-18.24342836836648,17,150.0,22.089369044466807,-7.318294482647966,10,136.0,13.562489153601701,0.536335253662557,9,297.0,-4.772073614190515,28.17032332164868
121,2,0.95,0.7,lin,1,10,3.324029527688303,0.928996535045222,11,155.0,6.308215202405974,0.7864137317029147,8,192.0,25.92644584148393,-217.4830937795691,19,261.0,3.8325108353803072,0.9240903719336726,11,149.0,14.111992059970884,,10,313.0,,10.70063869338588
122,2,0.95,0.7,lin,1,20,2.8889792905467346,0.9604305734177483,7,159.0,7.397989480862033,0.8070276516582833,7,192.0,19.647973825367256,0.6894943065565182,15,167.0,6.034563574431819,0.9014080476951793,8,145.0,6.198324999288099,0.7766590168205533,9,332.0,0.8270039192296565,8.433566234099189
123,2,0.95,0.7,lin,2,5,4.127712618741675,0.8665880118415137,11,144.0,2.8656498734132083,0.9366746705676406,10,216.0,20.702870533526465,0.05519991461059426,18,72.0,24.22145336104407,-2.373299255937066,7,132.0,11.151734779413863,0.6942499444658687,9,200.0,0.03588265710971026,12.613884233227857
124,2,0.95,0.7,lin,2,10,4.408286704672445,0.8746700629135071,10,181.0,6.537597192970026,0.7938111079251434,9,209.0,29.23370144107767,0.40735560569276874,18,170.0,5.518888104727977,0.8895620331984876,9,153.0,6.198324999288099,0.7766590168205533,9,336.0,0.7484115653100921,10.379359688547243
125,2,0.95,0.7,lin,2,20,3.274954591450251,0.9376774967737188,13,153.0,9.85119613853293,0.6809189699716325,7,184.0,19.032720014658196,-103.83600008401994,19,261.0,3.59858150028796,0.9416775782768236,12,149.0,14.111992059970884,,10,316.0,,9.973888860980045
126,2,0.95,0.7,dectree,1,5,5.11629783340954,0.8123551471159574,7,46.0,3.710296343907398,0.35266437928335803,13,134.0,96.37316423285796,-18.24342836836648,17,150.0,22.089369044466807,-7.318294482647966,10,136.0,13.562489153601701,0.536335253662557,9,297.0,-4.772073614190515,28.17032332164868
127,2,0.95,0.7,dectree,1,10,2.8889792905467346,0.9604305734177483,7,159.0,7.397989480862033,0.8070276516582833,7,192.0,19.647973825367256,0.6894943065565182,15,167.0,6.034563574431819,0.9014080476951793,8,145.0,6.198324999288099,0.7766590168205533,9,332.0,0.8270039192296565,8.433566234099189
128,2,0.95,0.7,dectree,1,20,4.127712618741675,0.8665880118415137,11,144.0,2.8656498734132083,0.9366746705676406,10,216.0,20.702870533526465,0.05519991461059426,18,72.0,24.22145336104407,-2.373299255937066,7,132.0,11.151734779413863,0.6942499444658687,9,200.0,0.03588265710971026,12.613884233227857
129,2,0.95,0.7,dectree,2,5,3.324029527688303,0.928996535045222,11,155.0,6.308215202405974,0.7864137317029147,8,192.0,25.92644584148393,-217.4830937795691,19,261.0,3.8325108353803072,0.9240903719336726,11,149.0,14.111992059970884,,10,313.0,,10.70063869338588
130,2,0.95,0.7,dectree,2,10,3.274954591450251,0.9376774967737188,13,153.0,9.85119613853293,0.6809189699716325,7,184.0,19.032720014658196,-103.83600008401994,19,261.0,3.59858150028796,0.9416775782768236,12,149.0,14.111992059970884,,10,316.0,,9.973888860980045
131,2,0.95,0.7,dectree,2,20,4.408286704672445,0.8746700629135071,10,181.0,6.537597192970026,0.7938111079251434,9,209.0,29.23370144107767,0.40735560569276874,18,170.0,5.518888104727977,0.8895620331984876,9,153.0,6.198324999288099,0.7766590168205533,9,336.0,0.7484115653100921,10.379359688547243
132,2,0.95,0.85,lin,1,5,5.11629783340954,0.8123551471159574,7,46.0,3.710296343907398,0.35266437928335803,13,134.0,96.37316423285796,-18.24342836836648,17,150.0,22.089369044466807,-7.318294482647966,10,136.0,13.562489153601701,0.536335253662557,9,297.0,-4.772073614190515,28.17032332164868
133,2,0.95,0.85,lin,1,10,2.8889792905467346,0.9604305734177483,7,159.0,7.397989480862033,0.8070276516582833,7,192.0,19.647973825367256,0.6894943065565182,15,167.0,6.034563574431819,0.9014080476951793,8,145.0,6.198324999288099,0.7766590168205533,9,332.0,0.8270039192296565,8.433566234099189
134,2,0.95,0.85,lin,1,20,3.324029527688303,0.928996535045222,11,155.0,6.308215202405974,0.7864137317029147,8,192.0,25.92644584148393,-217.4830937795691,19,261.0,3.8325108353803072,0.9240903719336726,11,149.0,14.111992059970884,,10,313.0,,10.70063869338588
135,2,0.95,0.85,lin,2,5,4.127712618741675,0.8665880118415137,11,144.0,2.8656498734132083,0.9366746705676406,10,216.0,20.702870533526465,0.05519991461059426,18,72.0,24.22145336104407,-2.373299255937066,7,132.0,11.151734779413863,0.6942499444658687,9,200.0,0.03588265710971026,12.613884233227857
136,2,0.95,0.85,lin,2,10,4.408286704672445,0.8746700629135071,10,181.0,6.537597192970026,0.7938111079251434,9,209.0,29.23370144107767,0.40735560569276874,18,170.0,5.518888104727977,0.8895620331984876,9,153.0,6.198324999288099,0.7766590168205533,9,336.0,0.7484115653100921,10.379359688547243
137,2,0.95,0.85,lin,2,20,3.274954591450251,0.9376774967737188,13,153.0,9.85119613853293,0.6809189699716325,7,184.0,19.032720014658196,-103.83600008401994,19,261.0,3.59858150028796,0.9416775782768236,12,149.0,14.111992059970884,,10,316.0,,9.973888860980045
138,2,0.95,0.85,dectree,1,5,5.11629783340954,0.8123551471159574,7,46.0,3.710296343907398,0.35266437928335803,13,134.0,96.37316423285796,-18.24342836836648,17,150.0,22.089369044466807,-7.318294482647966,10,136.0,13.562489153601701,0.536335253662557,9,297.0,-4.772073614190515,28.17032332164868
139,2,0.95,0.85,dectree,1,10,3.792915116379562,0.8352270482910832,9,164.0,7.3632507545113395,0.8342326217201412,9,216.0,32.65867307060073,0.5695951473054419,17,200.0,8.585157652332434,0.726010485895848,9,146.0,31.443388072601557,-2.7847222222222223,9,346.0,0.03606861619805839,16.768676933285125
140,2,0.95,0.85,dectree,1,20,4.641399854821166,0.8063592830757295,11,167.0,2.2804360459808724,0.9406285913062459,10,217.0,20.10581709541474,0.09246889352794052,18,71.0,10.570297119450132,0.7558274019891784,7,132.0,11.151734779413863,0.6942499444658687,9,199.0,0.6579068228729926,9.749936979016153
141,2,0.95,0.85,dectree,2,5,5.1431429056546785,0.6941117136303891,10,203.0,6.2389442476455494,0.5372380434969415,4,209.0,19.647773821571484,0.40871756580175445,16,261.0,8.133034623396416,0.7307869368293627,7,147.0,14.111992059970884,,10,332.0,,10.654977531647802
142,2,0.95,0.85,dectree,2,10,2.319320038221187,0.9753075501788095,11,195.0,9.528647595656372,0.6737621641570737,9,202.0,38.738227249582565,0.40799748650640455,19,255.0,8.585157652332434,0.726010485895848,9,148.0,31.443388072601557,-2.7847222222222223,9,338.0,-0.00032890709681732133,18.122948121678824
143,2,0.95,0.85,dectree,2,20,2.367501053075471,0.9695759613617988,12,207.0,7.021700835881465,0.7631073679677015,6,197.0,26.014639639639643,0.25178198092979476,18,261.0,8.630816371325341,0.6022252457821501,8,152.0,14.111992059970884,,10,330.0,,11.629329991978562
