,amount_of_feats_to_reg,corr_cutoff_bound,linear_reg_to,next_predictor_provider,order,req_neighs,Rm_mape,Rm_r2,Rm_missing_from_test,Rm_missing,Rp02_mape,Rp02_r2,Rp02_missing_from_test,Rp02_missing,A5_mape,A5_r2,A5_missing_from_test,A5_missing,HB_mape,HB_r2,HB_missing_from_test,HB_missing,K_mape,K_r2,K_missing_from_test,K_missing,avg_r2,avg_mape,missing_all,missing_test_percent
22,1,0.85,0.85,dectree,2,10,5.986077313742177,0.745069054272879,1,6.0,7.592142351278551,0.7825214597653043,1,9.0,18.999748728256673,0.43362494206387814,13,146.0,5.428172533350253,0.8844779157703404,3,109.0,18.33827641291997,0.745874392821031,8,239.0,0.7183135529386865,11.268883467909523,509.0,0.3023255813953488
10,1,0.85,0.7,dectree,2,10,5.986077313742177,0.745069054272879,1,6.0,7.592142351278551,0.7825214597653043,1,9.0,18.999748728256673,0.43362494206387814,13,146.0,5.428172533350253,0.8844779157703404,3,109.0,18.33827641291997,0.745874392821031,8,239.0,0.7183135529386865,11.268883467909523,509.0,0.3023255813953488
143,2,0.95,0.85,dectree,2,20,2.367501053075471,0.9695759613617988,12,219.0,7.021700835881465,0.7631073679677015,6,203.0,26.014639639639643,0.25178198092979476,18,279.0,8.630816371325341,0.6022252457821501,8,160.0,14.111992059970884,,10,340.0,,11.629329991978562,1201.0,0.627906976744186
101,2,0.9,0.7,lin,2,20,4.1555550466795586,0.8970078265362059,7,165.0,7.878416880734323,0.7890677772659631,7,199.0,26.756687999694694,0.41965192045865485,16,175.0,6.083748179351047,0.9011175192565072,8,153.0,13.501100784171067,0.6004485658089093,7,259.0,0.7214587218652481,11.675101778126137,951.0,0.5232558139534884
106,2,0.9,0.7,dectree,2,10,4.1555550466795586,0.8970078265362059,7,165.0,7.878416880734323,0.7890677772659631,7,199.0,26.756687999694694,0.41965192045865485,16,175.0,6.083748179351047,0.9011175192565072,8,153.0,13.501100784171067,0.6004485658089093,7,259.0,0.7214587218652481,11.675101778126137,951.0,0.5232558139534884
112,2,0.9,0.85,lin,2,10,4.1555550466795586,0.8970078265362059,7,165.0,7.878416880734323,0.7890677772659631,7,199.0,26.756687999694694,0.41965192045865485,16,175.0,6.083748179351047,0.9011175192565072,8,153.0,13.501100784171067,0.6004485658089093,7,259.0,0.7214587218652481,11.675101778126137,951.0,0.5232558139534884
21,1,0.85,0.85,dectree,2,5,4.234234329471062,0.8418129451388312,2,10.0,7.264483653003075,0.6889084580824574,0,24.0,18.126653349575648,0.6606561409154057,7,63.0,10.515530199417599,0.39244926282583803,5,16.0,18.46501149943668,0.8385193737130053,2,63.0,0.6844692361351075,11.721182606180813,176.0,0.18604651162790697
24,1,0.9,0.7,lin,1,5,4.234234329471062,0.8418129451388312,2,10.0,7.264483653003075,0.6889084580824574,0,24.0,18.126653349575648,0.6606561409154057,7,63.0,10.515530199417599,0.39244926282583803,5,16.0,18.46501149943668,0.8385193737130053,2,63.0,0.6844692361351075,11.721182606180813,176.0,0.18604651162790697
33,1,0.9,0.7,dectree,2,5,4.234234329471062,0.8418129451388312,2,10.0,7.264483653003075,0.6889084580824574,0,24.0,18.126653349575648,0.6606561409154057,7,63.0,10.515530199417599,0.39244926282583803,5,16.0,18.46501149943668,0.8385193737130053,2,63.0,0.6844692361351075,11.721182606180813,176.0,0.18604651162790697
83,2,0.85,0.7,dectree,2,20,3.741627199243984,0.9108532534055598,5,167.0,7.904613015068146,0.7568536653034186,7,172.0,26.620287964066712,0.4226851056136727,16,169.0,5.8597374261836315,0.9032646924422785,7,144.0,15.135420069253597,0.6099693865801102,6,198.0,0.720725220669008,11.852337134763214,850.0,0.47674418604651164
77,2,0.85,0.7,lin,2,20,3.741627199243984,0.9108532534055598,5,167.0,7.904613015068146,0.7568536653034186,7,172.0,26.620287964066712,0.4226851056136727,16,169.0,5.8597374261836315,0.9032646924422785,7,144.0,15.135420069253597,0.6099693865801102,6,198.0,0.720725220669008,11.852337134763214,850.0,0.47674418604651164
89,2,0.85,0.85,lin,2,20,3.741627199243984,0.9108532534055598,5,167.0,7.904613015068146,0.7568536653034186,7,172.0,26.620287964066712,0.4226851056136727,16,169.0,5.8597374261836315,0.9032646924422785,7,144.0,15.135420069253597,0.6099693865801102,6,198.0,0.720725220669008,11.852337134763214,850.0,0.47674418604651164
68,1,0.95,0.85,dectree,1,20,3.804044846343677,0.8931057308993304,7,79.0,8.021590863105756,0.7423180213451592,6,110.0,15.979550409782417,0.8523458324027833,13,97.0,17.11214924459494,-3.786652204918072,5,70.0,14.602221414604145,0.8928608672879862,8,169.0,-0.08120435059656257,11.903911355686187,525.0,0.45348837209302323
76,2,0.85,0.7,lin,2,10,3.804044846343677,0.8931057308993304,7,79.0,8.021590863105756,0.7423180213451592,6,110.0,15.979550409782417,0.8523458324027833,13,97.0,17.11214924459494,-3.786652204918072,5,70.0,14.602221414604145,0.8928608672879862,8,169.0,-0.08120435059656257,11.903911355686187,525.0,0.45348837209302323
82,2,0.85,0.7,dectree,2,10,3.804044846343677,0.8931057308993304,7,79.0,8.021590863105756,0.7423180213451592,6,110.0,15.979550409782417,0.8523458324027833,13,97.0,17.11214924459494,-3.786652204918072,5,70.0,14.602221414604145,0.8928608672879862,8,169.0,-0.08120435059656257,11.903911355686187,525.0,0.45348837209302323
63,1,0.95,0.85,lin,2,5,5.011228205618249,0.6722119818136636,8,23.0,5.797816248485343,0.7871201967402846,3,31.0,21.75612702211852,0.6728888714108342,11,117.0,18.848686882526376,-8.137541419277625,5,35.0,8.282490971655898,0.9093175776706143,6,82.0,-1.0192005583284458,11.939269866080876,288.0,0.38372093023255816
56,1,0.95,0.7,dectree,1,20,5.011228205618249,0.6722119818136636,8,23.0,5.797816248485343,0.7871201967402846,3,31.0,21.75612702211852,0.6728888714108342,11,117.0,18.848686882526376,-8.137541419277625,5,35.0,8.282490971655898,0.9093175776706143,6,82.0,-1.0192005583284458,11.939269866080876,288.0,0.38372093023255816
46,1,0.9,0.85,dectree,2,10,5.011228205618249,0.6722119818136636,8,23.0,5.797816248485343,0.7871201967402846,3,31.0,21.75612702211852,0.6728888714108342,11,117.0,18.848686882526376,-8.137541419277625,5,35.0,8.282490971655898,0.9093175776706143,6,82.0,-1.0192005583284458,11.939269866080876,288.0,0.38372093023255816
49,1,0.95,0.7,lin,1,10,5.011228205618249,0.6722119818136636,8,23.0,5.797816248485343,0.7871201967402846,3,31.0,21.75612702211852,0.6728888714108342,11,117.0,18.848686882526376,-8.137541419277625,5,35.0,8.282490971655898,0.9093175776706143,6,82.0,-1.0192005583284458,11.939269866080876,288.0,0.38372093023255816
38,1,0.9,0.85,lin,1,20,3.9826279311292287,0.8480067646512768,2,10.0,7.835053589777237,0.5930321960371132,0,24.0,19.74180690723296,0.634953218528938,7,61.0,10.515530199417599,0.39244926282583803,5,16.0,18.46501149943668,0.8385193737130053,2,62.0,0.6613921631512343,12.10800602539874,173.0,0.18604651162790697
116,2,0.9,0.85,dectree,1,20,3.4767105095477437,0.9252468743468838,7,154.0,8.572240439295951,0.7389446150408436,5,183.0,28.08790925144776,0.21841746618194835,14,207.0,4.930099129946941,0.9384059909655377,7,140.0,16.094502263189607,0.6076226002496888,8,298.0,0.6857275093569803,12.2322923186856,982.0,0.47674418604651164
74,2,0.85,0.7,lin,1,20,3.6436278832074525,0.9129322028345105,5,147.0,6.2081478922873625,0.8632877787022195,7,179.0,29.138571605733866,0.5021660032542593,14,200.0,6.607643646093485,0.8408069749054392,6,133.0,15.70270855081158,0.5599791435922561,6,208.0,0.735834420657737,12.260139915626748,867.0,0.4418604651162791
87,2,0.85,0.85,lin,2,5,3.6436278832074525,0.9129322028345105,5,147.0,6.2081478922873625,0.8632877787022195,7,179.0,29.138571605733866,0.5021660032542593,14,200.0,6.607643646093485,0.8408069749054392,6,133.0,15.70270855081158,0.5599791435922561,6,208.0,0.735834420657737,12.260139915626748,867.0,0.4418604651162791
81,2,0.85,0.7,dectree,2,5,3.6436278832074525,0.9129322028345105,5,147.0,6.2081478922873625,0.8632877787022195,7,179.0,29.138571605733866,0.5021660032542593,14,200.0,6.607643646093485,0.8408069749054392,6,133.0,15.70270855081158,0.5599791435922561,6,208.0,0.735834420657737,12.260139915626748,867.0,0.4418604651162791
16,1,0.85,0.85,lin,2,10,6.053243612005691,0.7489255974864251,0,5.0,7.592142351278551,0.7825214597653043,1,8.0,19.824251551279886,0.44481253523087416,14,168.0,7.162885689329665,0.7856971853110917,3,105.0,21.338257193777764,0.6794715841886827,8,270.0,0.6882856723964756,12.39415607953431,556.0,0.3023255813953488
93,2,0.85,0.85,dectree,2,5,5.183580105318229,0.7370823892055223,6,151.0,7.327483274499961,0.5374312019623781,7,191.0,28.57691717408105,0.03267466984646272,14,185.0,5.8415843658984725,0.8736841875519498,6,136.0,16.071192239879583,0.655785747487178,8,261.0,0.5673316392106982,12.600151431935458,924.0,0.47674418604651164
135,2,0.95,0.85,lin,2,5,4.127712618741675,0.8665880118415137,11,155.0,2.8656498734132083,0.9366746705676406,10,226.0,20.702870533526465,0.05519991461059426,18,90.0,24.22145336104407,-2.373299255937066,7,139.0,11.151734779413863,0.6942499444658687,9,209.0,0.03588265710971026,12.613884233227857,819.0,0.6395348837209303
123,2,0.95,0.7,lin,2,5,4.127712618741675,0.8665880118415137,11,155.0,2.8656498734132083,0.9366746705676406,10,226.0,20.702870533526465,0.05519991461059426,18,90.0,24.22145336104407,-2.373299255937066,7,139.0,11.151734779413863,0.6942499444658687,9,209.0,0.03588265710971026,12.613884233227857,819.0,0.6395348837209303
128,2,0.95,0.7,dectree,1,20,4.127712618741675,0.8665880118415137,11,155.0,2.8656498734132083,0.9366746705676406,10,226.0,20.702870533526465,0.05519991461059426,18,90.0,24.22145336104407,-2.373299255937066,7,139.0,11.151734779413863,0.6942499444658687,9,209.0,0.03588265710971026,12.613884233227857,819.0,0.6395348837209303
51,1,0.95,0.7,lin,2,5,4.56659525100052,0.7005345734228334,7,39.0,6.410613637376731,0.7961652705140134,2,39.0,21.75612702211852,0.6728888714108342,11,117.0,19.133858889273746,-6.572302948007206,4,19.0,11.421229768554008,0.665728523510992,5,156.0,-0.7473971418297066,12.657684913664704,370.0,0.3372093023255814
58,1,0.95,0.7,dectree,2,10,4.56659525100052,0.7005345734228334,7,39.0,6.410613637376731,0.7961652705140134,2,39.0,21.75612702211852,0.6728888714108342,11,117.0,19.133858889273746,-6.572302948007206,4,19.0,11.421229768554008,0.665728523510992,5,156.0,-0.7473971418297066,12.657684913664704,370.0,0.3372093023255814
69,1,0.95,0.85,dectree,2,5,4.56659525100052,0.7005345734228334,7,39.0,6.410613637376731,0.7961652705140134,2,39.0,21.75612702211852,0.6728888714108342,11,117.0,19.133858889273746,-6.572302948007206,4,19.0,11.421229768554008,0.665728523510992,5,156.0,-0.7473971418297066,12.657684913664704,370.0,0.3372093023255814
62,1,0.95,0.85,lin,1,20,4.56659525100052,0.7005345734228334,7,39.0,6.410613637376731,0.7961652705140134,2,39.0,21.75612702211852,0.6728888714108342,11,117.0,19.133858889273746,-6.572302948007206,4,19.0,11.421229768554008,0.665728523510992,5,156.0,-0.7473971418297066,12.657684913664704,370.0,0.3372093023255814
94,2,0.85,0.85,dectree,2,10,3.2495711665259206,0.926859138506805,6,176.0,7.770496779996592,0.73149325472829,5,193.0,28.67345152952842,0.029382121334184497,14,177.0,4.820893360327153,0.9371310552718533,6,138.0,19.664586305319826,0.3987691227747818,7,235.0,0.6047269385231828,12.835799828339583,919.0,0.4418604651162791
20,1,0.85,0.85,dectree,1,20,5.036633306621722,0.8070643250595195,1,8.0,7.328345169727335,0.7689008125977401,1,16.0,18.58176415293909,0.01045697463003592,13,155.0,6.607694628795765,0.6908115192559133,6,22.0,26.929638408450497,0.6599714956778575,7,108.0,0.5874410254442133,12.896815133306882,309.0,0.32558139534883723
44,1,0.9,0.85,dectree,1,20,6.327910864982774,0.697159823257571,1,27.0,7.209223746604273,0.7729955641348193,1,70.0,15.325776284705512,0.38294816428590417,17,162.0,5.303154575390547,0.8040194701289798,7,34.0,33.40524713188857,0.6457088368408848,5,86.0,0.6605663717296318,13.514262520714336,379.0,0.36046511627906974
32,1,0.9,0.7,dectree,1,20,6.327910864982774,0.697159823257571,1,27.0,7.209223746604273,0.7729955641348193,1,70.0,15.325776284705512,0.38294816428590417,17,162.0,5.303154575390547,0.8040194701289798,7,34.0,33.40524713188857,0.6457088368408848,5,86.0,0.6605663717296318,13.514262520714336,379.0,0.36046511627906974
26,1,0.9,0.7,lin,1,20,6.327910864982774,0.697159823257571,1,27.0,7.209223746604273,0.7729955641348193,1,70.0,15.325776284705512,0.38294816428590417,17,162.0,5.303154575390547,0.8040194701289798,7,34.0,33.40524713188857,0.6457088368408848,5,86.0,0.6605663717296318,13.514262520714336,379.0,0.36046511627906974
39,1,0.9,0.85,lin,2,5,6.327910864982774,0.697159823257571,1,27.0,7.209223746604273,0.7729955641348193,1,70.0,15.325776284705512,0.38294816428590417,17,162.0,5.303154575390547,0.8040194701289798,7,34.0,33.40524713188857,0.6457088368408848,5,86.0,0.6605663717296318,13.514262520714336,379.0,0.36046511627906974
118,2,0.9,0.85,dectree,2,10,4.01372555561166,0.9108761608630566,8,178.0,8.505820140740727,0.7462082782532503,7,203.0,35.12937060287825,0.0707949764714827,16,180.0,6.28592253733408,0.8834997290564279,8,153.0,23.106059828633306,-2.1250093396324004,9,332.0,0.09727396100236349,15.408179733039606,1046.0,0.5581395348837209
71,1,0.95,0.85,dectree,2,20,4.968579820553517,0.8524631781607748,6,49.0,5.519444938863123,0.8438133603396191,5,65.0,7.8335430331187474,0.94217665380197,19,280.0,6.538153530850445,0.6994233999705689,13,53.0,52.67611906135667,,10,365.0,,15.5071680769485,812.0,0.6162790697674418
53,1,0.95,0.7,lin,2,20,4.968579820553517,0.8524631781607748,6,49.0,5.519444938863123,0.8438133603396191,5,65.0,7.8335430331187474,0.94217665380197,19,280.0,6.538153530850445,0.6994233999705689,13,53.0,52.67611906135667,,10,365.0,,15.5071680769485,812.0,0.6162790697674418
59,1,0.95,0.7,dectree,2,20,4.968579820553517,0.8524631781607748,6,49.0,5.519444938863123,0.8438133603396191,5,65.0,7.8335430331187474,0.94217665380197,19,280.0,6.538153530850445,0.6994233999705689,13,53.0,52.67611906135667,,10,365.0,,15.5071680769485,812.0,0.6162790697674418
65,1,0.95,0.85,lin,2,20,4.968579820553517,0.8524631781607748,6,49.0,5.519444938863123,0.8438133603396191,5,65.0,7.8335430331187474,0.94217665380197,19,280.0,6.538153530850445,0.6994233999705689,13,53.0,52.67611906135667,,10,365.0,,15.5071680769485,812.0,0.6162790697674418
139,2,0.95,0.85,dectree,1,10,3.792915116379562,0.8352270482910832,9,173.0,7.3632507545113395,0.8342326217201412,9,225.0,32.65867307060073,0.5695951473054419,17,217.0,8.585157652332434,0.726010485895848,9,155.0,31.443388072601557,-2.7847222222222223,9,355.0,0.03606861619805839,16.768676933285125,1125.0,0.6162790697674418
85,2,0.85,0.85,lin,1,10,4.550695413922872,0.8404263998663223,5,53.0,9.74922412032367,0.50518819482137,6,90.0,42.17337745451674,0.28939427266986506,9,74.0,16.307171786391233,-3.382963771462725,2,36.0,12.563028795948144,0.8260973493048116,3,59.0,-0.1843715109600712,17.068699514220533,312.0,0.29069767441860467
78,2,0.85,0.7,dectree,1,5,4.550695413922872,0.8404263998663223,5,53.0,9.74922412032367,0.50518819482137,6,90.0,42.17337745451674,0.28939427266986506,9,74.0,16.307171786391233,-3.382963771462725,2,36.0,12.563028795948144,0.8260973493048116,3,59.0,-0.1843715109600712,17.068699514220533,312.0,0.29069767441860467
73,2,0.85,0.7,lin,1,10,4.550695413922872,0.8404263998663223,5,53.0,9.74922412032367,0.50518819482137,6,90.0,42.17337745451674,0.28939427266986506,9,74.0,16.307171786391233,-3.382963771462725,2,36.0,12.563028795948144,0.8260973493048116,3,59.0,-0.1843715109600712,17.068699514220533,312.0,0.29069767441860467
25,1,0.9,0.7,lin,1,10,4.278120820214355,0.8364729551986303,1,9.0,7.361161064131508,0.6885439660387718,0,14.0,39.97622384001629,-0.9519169503651197,8,64.0,16.726175787608064,-4.765915694003927,1,17.0,19.752257079091333,0.8081333640694807,5,113.0,-0.6769364718124329,17.61878771821231,217.0,0.1744186046511628
28,1,0.9,0.7,lin,2,10,4.278120820214355,0.8364729551986303,1,9.0,7.361161064131508,0.6885439660387718,0,14.0,39.97622384001629,-0.9519169503651197,8,64.0,16.726175787608064,-4.765915694003927,1,17.0,19.752257079091333,0.8081333640694807,5,113.0,-0.6769364718124329,17.61878771821231,217.0,0.1744186046511628
35,1,0.9,0.7,dectree,2,20,4.278120820214355,0.8364729551986303,1,9.0,7.361161064131508,0.6885439660387718,0,14.0,39.97622384001629,-0.9519169503651197,8,64.0,16.726175787608064,-4.765915694003927,1,17.0,19.752257079091333,0.8081333640694807,5,113.0,-0.6769364718124329,17.61878771821231,217.0,0.1744186046511628
91,2,0.85,0.85,dectree,1,10,3.8005025592382924,0.9226125375672137,6,127.0,13.52286762369553,-0.05323896267995676,5,88.0,40.89923759879306,0.25590232954144854,9,72.0,15.94775526006204,-3.378585496066992,2,127.0,16.287491069558552,0.5664699881296826,7,120.0,-0.3373679207017208,18.091570822269496,534.0,0.3372093023255814
142,2,0.95,0.85,dectree,2,10,2.319320038221187,0.9753075501788095,11,206.0,9.528647595656372,0.6737621641570737,9,211.0,38.738227249582565,0.40799748650640455,19,274.0,8.585157652332434,0.726010485895848,9,157.0,31.443388072601557,-2.7847222222222223,9,347.0,-0.00032890709681732133,18.122948121678824,1195.0,0.6627906976744186
42,1,0.9,0.85,dectree,1,5,4.039094741789613,0.8423623879647436,1,9.0,7.93173100090567,0.5926677039934276,0,14.0,42.298870172920125,-1.3056105258927602,8,56.0,16.763537451527842,-4.766492313184352,1,17.0,19.752257079091333,0.8081333640694807,5,108.0,-0.765787876609892,18.15709808924692,204.0,0.1744186046511628
0,1,0.85,0.7,lin,1,5,4.46027584593197,0.8304127520258324,1,11.0,7.264483653003075,0.6889084580824574,0,13.0,45.12976227208094,-0.21959045379843944,10,97.0,12.64432244913788,0.3305668497373857,3,10.0,21.475503185362918,0.574966318333978,4,99.0,0.44105278487624283,18.194869481103353,230.0,0.20930232558139536
1,1,0.85,0.7,lin,1,10,4.46027584593197,0.8304127520258324,1,15.0,7.264483653003075,0.6889084580824574,0,19.0,45.12976227208094,-0.21959045379843944,10,97.0,13.450368260429565,0.2764296614026387,3,10.0,21.475503185362918,0.574966318333978,4,106.0,0.4302253472092934,18.356078643361695,247.0,0.20930232558139536
9,1,0.85,0.7,dectree,2,5,4.46027584593197,0.8304127520258324,1,15.0,7.264483653003075,0.6889084580824574,0,19.0,45.12976227208094,-0.21959045379843944,10,97.0,13.450368260429565,0.2764296614026387,3,10.0,21.475503185362918,0.574966318333978,4,106.0,0.4302253472092934,18.356078643361695,247.0,0.20930232558139536
14,1,0.85,0.85,lin,1,20,4.358372171699687,0.8327811015494204,1,11.0,7.835053589777237,0.5930321960371132,0,14.0,45.12976227208094,-0.21959045379843944,10,95.0,13.2023877427949,0.3227793777625332,4,14.0,21.475503185362907,0.5749663183339784,4,99.0,0.4207937079769211,18.400215792343136,233.0,0.22093023255813954
17,1,0.85,0.85,lin,2,20,4.223063283977795,0.8344058195611465,1,8.0,7.93173100090567,0.5926677039934276,0,9.0,45.12976227208094,-0.21959045379843944,10,98.0,9.252476255852619,0.527495433102328,1,15.0,26.82117142123399,0.41966661097209834,3,50.0,0.43092902276611217,18.671640846810202,180.0,0.1744186046511628
2,1,0.85,0.7,lin,1,20,4.3249669582100765,0.8320374700375586,1,11.0,7.361161064131508,0.6885439660387718,0,10.0,45.12976227208094,-0.21959045379843944,10,102.0,9.215114591932835,0.5280720522827528,1,15.0,30.15505435238433,0.1097706120370453,3,41.0,0.3877667293195378,19.237211847747936,179.0,0.1744186046511628
11,1,0.85,0.7,dectree,2,20,4.3249669582100765,0.8320374700375586,1,11.0,7.361161064131508,0.6885439660387718,0,10.0,45.12976227208094,-0.21959045379843944,10,102.0,9.215114591932835,0.5280720522827528,1,15.0,30.15505435238433,0.1097706120370453,3,41.0,0.3877667293195378,19.237211847747936,179.0,0.1744186046511628
114,2,0.9,0.85,dectree,1,5,3.821486235061737,0.9231738085507438,7,146.0,5.4120097175848185,0.8960593574586266,6,143.0,15.505082822435382,0.8540261510629912,14,133.0,16.707089499342263,-3.7250469534213995,4,127.0,56.00801896732675,-1.1165300936015168,5,187.0,-0.4336635459901109,19.49073744835019,736.0,0.4186046511627907
96,2,0.9,0.7,lin,1,5,3.6017684146793787,0.9265171406259882,7,150.0,5.4120097175848185,0.8960593574586266,6,145.0,18.939122245657156,0.8141889987465635,14,148.0,16.882339896880033,-3.7271746475860166,4,127.0,56.00801896732675,-1.1165300936015168,5,191.0,-0.44138784887127097,20.16865184842563,761.0,0.4186046511627907
100,2,0.9,0.7,lin,2,10,3.6017684146793787,0.9265171406259882,7,150.0,5.4120097175848185,0.8960593574586266,6,145.0,18.939122245657156,0.8141889987465635,14,148.0,16.882339896880033,-3.7271746475860166,4,127.0,56.00801896732675,-1.1165300936015168,5,191.0,-0.44138784887127097,20.16865184842563,761.0,0.4186046511627907
109,2,0.9,0.85,lin,1,10,3.6017684146793787,0.9265171406259882,7,150.0,5.4120097175848185,0.8960593574586266,6,145.0,18.939122245657156,0.8141889987465635,14,148.0,16.882339896880033,-3.7271746475860166,4,127.0,56.00801896732675,-1.1165300936015168,5,191.0,-0.44138784887127097,20.16865184842563,761.0,0.4186046511627907
6,1,0.85,0.7,dectree,1,5,4.3249669582100765,0.8320374700375586,1,11.0,7.361161064131508,0.6885439660387718,0,9.0,45.12976227208094,-0.21959045379843944,10,102.0,9.215114591932835,0.5280720522827528,1,15.0,42.519557937059346,-0.01527110756165495,2,36.0,0.36275838539979777,21.71011256468294,173.0,0.16279069767441862
113,2,0.9,0.85,lin,2,20,3.5570242144639703,0.8906465361204419,7,106.0,8.359489464612311,0.6182383511186573,2,43.0,45.41789098331559,-1.43806088411068,13,90.0,19.018485615047094,-4.568661720562648,6,46.0,34.082089097279166,0.17189921240618267,6,150.0,-0.8651877010056094,22.086995874943625,435.0,0.3953488372093023
120,2,0.95,0.7,lin,1,5,5.11629783340954,0.8123551471159574,7,53.0,3.710296343907398,0.35266437928335803,13,147.0,96.37316423285796,-18.24342836836648,17,167.0,22.089369044466807,-7.318294482647966,10,146.0,13.562489153601701,0.536335253662557,9,306.0,-4.772073614190515,28.17032332164868,819.0,0.6511627906976745
138,2,0.95,0.85,dectree,1,5,5.11629783340954,0.8123551471159574,7,53.0,3.710296343907398,0.35266437928335803,13,147.0,96.37316423285796,-18.24342836836648,17,167.0,22.089369044466807,-7.318294482647966,10,146.0,13.562489153601701,0.536335253662557,9,306.0,-4.772073614190515,28.17032332164868,819.0,0.6511627906976745
126,2,0.95,0.7,dectree,1,5,5.11629783340954,0.8123551471159574,7,53.0,3.710296343907398,0.35266437928335803,13,147.0,96.37316423285796,-18.24342836836648,17,167.0,22.089369044466807,-7.318294482647966,10,146.0,13.562489153601701,0.536335253662557,9,306.0,-4.772073614190515,28.17032332164868,819.0,0.6511627906976745
132,2,0.95,0.85,lin,1,5,5.11629783340954,0.8123551471159574,7,53.0,3.710296343907398,0.35266437928335803,13,147.0,96.37316423285796,-18.24342836836648,17,167.0,22.089369044466807,-7.318294482647966,10,146.0,13.562489153601701,0.536335253662557,9,306.0,-4.772073614190515,28.17032332164868,819.0,0.6511627906976745
97,2,0.9,0.7,lin,1,10,3.5570242144639703,0.8906465361204419,7,97.0,8.359489464612311,0.6182383511186573,2,39.0,71.55580520705551,-3.314965021388635,12,96.0,19.222944412174492,-4.571160852824773,6,47.0,41.19647479372156,-0.11511867658146624,6,119.0,-1.2984719327111551,28.77834761840557,398.0,0.38372093023255816
102,2,0.9,0.7,dectree,1,5,3.5570242144639703,0.8906465361204419,7,97.0,8.359489464612311,0.6182383511186573,2,39.0,71.55580520705551,-3.314965021388635,12,96.0,19.222944412174492,-4.571160852824773,6,47.0,41.19647479372156,-0.11511867658146624,6,119.0,-1.2984719327111551,28.77834761840557,398.0,0.38372093023255816
107,2,0.9,0.7,dectree,2,20,3.5570242144639703,0.8906465361204419,7,97.0,8.359489464612311,0.6182383511186573,2,39.0,71.55580520705551,-3.314965021388635,12,96.0,19.222944412174492,-4.571160852824773,6,47.0,41.19647479372156,-0.11511867658146624,6,119.0,-1.2984719327111551,28.77834761840557,398.0,0.38372093023255816
